state,district,biometric_updates,demographic_updates,new_enrolments,total_updates,assi,district_type,stress_type,bio_ratio,demo_ratio,temporal_status,assi_trend,assi_acceleration,future_mbu_demand,mbu_risk_score,age_18_greater,anomaly_score,security_status,Recommended_Action,Priority,Preparedness_Index,District_Playbook
Uttar Pradesh,Amethi,93271.0,76280.0,7197.0,169551.0,23.5585660691955,Maintenance-heavy Zone,Mixed Stress,0.550105867850971,0.4498941321490289,Early-warning District,5.076087188005793,4.18322945696168,3890,91.6428220091705,56,1,Normal,Maintain Routine Operations,High,61.8,Maintain Routine Operations
Uttar Pradesh,Amroha,92672.0,90302.0,8142.0,182974.0,22.472856791943013,Maintenance-heavy Zone,Mixed Stress,0.5064763299703783,0.4935236700296217,Declining / Stable,-0.538698844568571,5.955434367415561,5605,125.9603623188406,61,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,60.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Auraiya,63181.0,51799.0,3733.0,114980.0,30.800964371818914,Maintenance-heavy Zone,Mixed Stress,0.5494955644459906,0.4505044355540094,Early-warning District,5.51476196026843,3.8051908271483263,2169,66.80729172247523,17,1,Normal,Maintain Routine Operations,High,55.8,Maintain Routine Operations
Uttar Pradesh,Ayodhya,7391.0,15277.0,1693.0,22668.0,13.389249852333137,Maintenance-heavy Zone,Demographic-dominant Stress,0.3260543497441327,0.6739456502558673,Emerging Hotspot,5.719599929812247,9.349216268680626,1027,13.750759598346132,32,1,Normal,Activate Mobile Document Centers,Normal,83.5,Setup Document Update Camp (Panchayat Level)
Uttar Pradesh,Azamgarh,173398.0,159789.0,20573.0,333187.0,16.195353132746803,Maintenance-heavy Zone,Mixed Stress,0.520422465462338,0.47957753453766205,Declining / Stable,-2.1273142618641687,12.354948974890142,6717,108.78418699266028,279,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,70.1,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Baghpat,58029.0,54908.0,6839.0,112937.0,16.513671589413658,Maintenance-heavy Zone,Mixed Stress,0.5138174380406776,0.48618256195932247,Declining / Stable,-0.3124867445806263,7.140125092955649,3482,57.50060447433835,154,1,Normal,Maintain Routine Operations,Normal,74.0,Maintain Routine Operations
Uttar Pradesh,Bagpat,8.0,10.0,1.0,18.0,18.0,Maintenance-heavy Zone,Mixed Stress,0.4444444444444444,0.5555555555555556,Declining / Stable,,,0,0.0,0,1,Normal,Maintain Routine Operations,Normal,84.1,Maintain Routine Operations
Uttar Pradesh,Bahraich,181078.0,129697.0,39338.0,310775.0,7.900122019421425,Maintenance-heavy Zone,Mixed Stress,0.5826659158555225,0.41733408414447754,Declining / Stable,-15.88391468912648,54.138191594919455,14674,115.92639051299,2304,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",High,44.9,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Uttar Pradesh,Ballia,133005.0,104948.0,9976.0,237953.0,23.852546110665596,Maintenance-heavy Zone,Mixed Stress,0.5589549196690102,0.4410450803309897,Emerging Hotspot,3.7783733410456644,5.338649747461076,4079,97.29453558540497,37,1,Normal,Maintain Routine Operations,High,61.1,Maintain Routine Operations
Uttar Pradesh,Balrampur,102112.0,78076.0,12324.0,180188.0,14.620902304446608,Maintenance-heavy Zone,Mixed Stress,0.5666970053499678,0.4333029946500322,Emerging Hotspot,1.9514484641338263,5.545883943310771,4181,61.129992534891265,236,1,Normal,Maintain Routine Operations,Normal,75.4,Maintain Routine Operations
Uttar Pradesh,Banda,92491.0,69435.0,10591.0,161926.0,15.289018978377868,Maintenance-heavy Zone,Mixed Stress,0.5711930140928573,0.4288069859071428,Declining / Stable,-57.64294447640966,168.9154052768642,4825,73.7695165706732,203,1,Normal,Maintain Routine Operations,Normal,73.5,Maintain Routine Operations
Uttar Pradesh,Bara Banki,165242.0,109967.0,9086.0,275209.0,30.289346246973366,Maintenance-heavy Zone,Mixed Stress,0.6004236780047164,0.3995763219952836,Declining / Stable,-13.256545019274931,37.75661335542749,5776,174.95126392251817,92,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,49.9,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Barabanki,4224.0,4960.0,2375.0,9184.0,3.8669473684210525,Maintenance-heavy Zone,Mixed Stress,0.45993031358885017,0.5400696864111498,Emerging Hotspot,7.506455965168422,5.0060243788990775,1401,5.417593263157895,52,1,Normal,Maintain Routine Operations,Normal,88.6,Maintain Routine Operations
Uttar Pradesh,Bareilly,234808.0,241742.0,27811.0,476550.0,17.135306173816115,Maintenance-heavy Zone,Mixed Stress,0.49272479278145,0.50727520721855,Emerging Hotspot,2.6016187105928443,8.43002940537844,17187,294.5045072093776,607,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,65.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Basti,109201.0,84810.0,10119.0,194011.0,19.17294199031525,Maintenance-heavy Zone,Mixed Stress,0.562859837844246,0.4371401621557541,Declining / Stable,-7.768668557358043,23.775307447077626,4823,92.47109921929044,80,1,Normal,Maintain Routine Operations,High,67.4,Maintain Routine Operations
Uttar Pradesh,Bhadohi,6540.0,11780.0,546.0,18320.0,33.553113553113555,Maintenance-heavy Zone,Mixed Stress,0.3569868995633188,0.6430131004366813,Emerging Hotspot,7.3886350196226,8.433022415187615,265,8.891575091575092,4,1,Normal,Maintain Routine Operations,High,58.9,Maintain Routine Operations
Uttar Pradesh,Bijnor,217048.0,226859.0,16851.0,443907.0,26.343065693430656,Maintenance-heavy Zone,Mixed Stress,0.4889492618949465,0.5110507381050535,Emerging Hotspot,1.4414244371040148,10.803913028344933,12935,340.74755474452553,73,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,50.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Budaun,110318.0,171339.0,15529.0,281657.0,18.137484706033874,Maintenance-heavy Zone,Mixed Stress,0.39167498056146305,0.6083250194385369,Declining / Stable,-0.18204100802034365,8.671079941997498,7773,140.9826686200013,349,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,66.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Bulandshahar,220.0,663.0,185.0,883.0,4.772972972972973,Maintenance-heavy Zone,Demographic-dominant Stress,0.2491506228765572,0.7508493771234428,Emerging Hotspot,4.707070707070707,6.941725668534197,115,0.5488918918918919,0,1,Normal,Activate Mobile Document Centers,Normal,93.7,Setup Document Update Camp (Panchayat Level)
Uttar Pradesh,Bulandshahr,180832.0,174757.0,16885.0,355589.0,21.059461060112525,Maintenance-heavy Zone,Mixed Stress,0.5085421652525809,0.49145783474741905,Declining / Stable,-131.75144013851076,344.03549297675096,9155,192.79936600533017,209,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",CRITICAL,30.5,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Uttar Pradesh,Chandauli,90544.0,93603.0,9566.0,184147.0,19.25015680535229,Maintenance-heavy Zone,Mixed Stress,0.4916941356633559,0.508305864336644,Declining / Stable,-0.1860756871230603,8.096063889783903,4405,84.79694072757682,175,1,Normal,Maintain Routine Operations,High,68.0,Maintain Routine Operations
Uttar Pradesh,Chitrakoot,62732.0,44546.0,5401.0,107278.0,19.862618033697462,Maintenance-heavy Zone,Mixed Stress,0.5847610880143179,0.4152389119856821,Early-warning District,1.5852284694528815,3.511004543254039,2951,58.61458581744121,14,1,Normal,Maintain Routine Operations,High,69.5,Maintain Routine Operations
Uttar Pradesh,Deoria,138613.0,109251.0,10257.0,247864.0,24.16535049234669,Maintenance-heavy Zone,Mixed Stress,0.5592300616467095,0.44076993835329054,Emerging Hotspot,2.5544977595810066,35.75118952329242,4700,113.57714731402945,114,1,Normal,Maintain Routine Operations,High,59.5,Maintain Routine Operations
Uttar Pradesh,Etah,87429.0,61891.0,11264.0,149320.0,13.256392045454545,Maintenance-heavy Zone,Mixed Stress,0.5855143316367533,0.41448566836324674,Emerging Hotspot,1.7959891340963752,7.753223239460123,6760,89.61321022727272,159,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,73.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Etawah,79095.0,62080.0,7154.0,141175.0,19.733715403969807,Maintenance-heavy Zone,Mixed Stress,0.5602620860633964,0.4397379139366035,Declining / Stable,-0.5731760606830477,9.067891108260127,4173,82.34879438076601,116,1,Normal,Maintain Routine Operations,High,67.5,Maintain Routine Operations
Uttar Pradesh,Faizabad,94916.0,69979.0,6926.0,164895.0,23.808114351718164,Maintenance-heavy Zone,Mixed Stress,0.5756147851663179,0.424385214833682,Early-warning District,5.359202065175471,4.390840817604709,4052,96.47047935316199,3,1,Normal,Maintain Routine Operations,High,61.2,Maintain Routine Operations
Uttar Pradesh,Farrukhabad,77196.0,70138.0,5870.0,147334.0,25.09948892674617,Maintenance-heavy Zone,Mixed Stress,0.5239523803059715,0.47604761969402853,Declining / Stable,-3.675615151679995,17.289937217048674,2844,71.3829465076661,82,1,Normal,Maintain Routine Operations,High,61.4,Maintain Routine Operations
Uttar Pradesh,Fatehpur,117914.0,107120.0,12333.0,225034.0,18.246493148463472,Maintenance-heavy Zone,Mixed Stress,0.5239830425624572,0.4760169574375428,Declining / Stable,-2.8859684506512733,11.176670067284633,6526,119.07661428687261,225,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,67.0,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Firozabad,113767.0,139201.0,12300.0,252968.0,20.56650406504065,Maintenance-heavy Zone,Mixed Stress,0.4497288194554252,0.5502711805445748,Declining / Stable,-22.964584509043874,69.38373064449797,7250,149.10715447154473,124,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,62.3,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Gautam Buddha Nagar,89439.0,153991.0,18957.0,243430.0,12.841166851295036,Maintenance-heavy Zone,Mixed Stress,0.36741157622314424,0.6325884237768558,Declining / Stable,-2.017520369321757,14.62308568701752,9002,115.5961839953579,637,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,72.9,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Ghaziabad,192022.0,239761.0,23070.0,431783.0,18.716211530125705,Maintenance-heavy Zone,Mixed Stress,0.44471875919153836,0.5552812408084616,Declining / Stable,-11.559732010831604,34.12522100276378,11984,224.29507897702646,393,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,63.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Ghazipur,145692.0,127840.0,11288.0,273532.0,24.23210489014883,Maintenance-heavy Zone,Mixed Stress,0.532632379392539,0.4673676206074609,Emerging Hotspot,5.169198591665773,5.2934859460166175,4323,104.75538944011339,71,1,Normal,Maintain Routine Operations,High,60.1,Maintain Routine Operations
Uttar Pradesh,Gonda,152075.0,125916.0,15267.0,277991.0,18.20861989912884,Maintenance-heavy Zone,Mixed Stress,0.5470500843552489,0.45294991564475107,Declining / Stable,-1.2477978162188683,12.399644724197671,7445,135.56317514901423,328,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,66.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Gorakhpur,178164.0,158865.0,19969.0,337029.0,16.877610295958736,Maintenance-heavy Zone,Mixed Stress,0.5286310673562216,0.47136893264377844,Declining / Stable,-143.08295985060693,408.0115251105296,7454,125.80570714607641,425,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",CRITICAL,38.7,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Uttar Pradesh,Hamirpur,54687.0,42440.0,3465.0,97127.0,28.030880230880232,Maintenance-heavy Zone,Mixed Stress,0.563046320796483,0.436953679203517,Early-warning District,4.511512651552681,3.608138908789426,2040,57.18299567099567,27,1,Normal,Maintain Routine Operations,High,59.2,Maintain Routine Operations
Uttar Pradesh,Hapur,56755.0,44282.0,7262.0,101037.0,13.913109336270999,Maintenance-heavy Zone,Mixed Stress,0.5617249126557597,0.43827508734424026,Emerging Hotspot,1.4262440315578702,6.232557847523384,4450,61.913336546405944,41,1,Normal,Maintain Routine Operations,Normal,75.7,Maintain Routine Operations
Uttar Pradesh,Hardoi,205097.0,143951.0,25193.0,349048.0,13.854959711030842,Maintenance-heavy Zone,Mixed Stress,0.5875896724805757,0.41241032751942425,Emerging Hotspot,3.3251563429108044,5.281466645725801,12591,174.44779772158932,312,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,70.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Hathras,80404.0,60658.0,6493.0,141062.0,21.725242568920375,Maintenance-heavy Zone,Mixed Stress,0.5699905006309283,0.43000949936907173,Early-warning District,1.3101757652829504,4.070986749396187,3815,82.88180040043125,82,1,Normal,Maintain Routine Operations,High,65.0,Maintain Routine Operations
Uttar Pradesh,Jalaun,74682.0,60673.0,5557.0,135355.0,24.35756703257153,Maintenance-heavy Zone,Mixed Stress,0.5517491042074545,0.4482508957925455,Declining / Stable,-0.05922212280708124,9.329962768100126,2791,67.98196958790713,125,1,Normal,Maintain Routine Operations,High,62.6,Maintain Routine Operations
Uttar Pradesh,Jaunpur,183080.0,155741.0,15853.0,338821.0,21.37267394184066,Maintenance-heavy Zone,Mixed Stress,0.5403443115981595,0.4596556884018405,Declining / Stable,-27.410818593904622,76.48552454347184,5400,115.41243928593956,216,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,62.8,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Jhansi,112005.0,71841.0,7160.0,183846.0,25.676815642458102,Maintenance-heavy Zone,Mixed Stress,0.6092327273914037,0.39076727260859634,Declining / Stable,-19.516695147987086,49.2080342396912,4570,117.34304748603353,71,1,Normal,Maintain Routine Operations,High,57.0,Maintain Routine Operations
Uttar Pradesh,Jyotiba Phule Nagar,177.0,605.0,84.0,782.0,9.30952380952381,Maintenance-heavy Zone,Demographic-dominant Stress,0.22634271099744246,0.7736572890025576,Early-warning District,4.756410256410256,4.701990956543631,61,0.5678809523809524,0,1,Normal,Maintain Routine Operations,Normal,91.6,Setup Document Update Camp (Panchayat Level)
Uttar Pradesh,Kannauj,71653.0,59687.0,6638.0,131340.0,19.786080144621874,Maintenance-heavy Zone,Mixed Stress,0.5455535252017664,0.4544464747982336,Emerging Hotspot,4.689980428400565,6.80216618979279,3083,61.00048508586924,100,1,Normal,Maintain Routine Operations,High,69.3,Maintain Routine Operations
Uttar Pradesh,Kanpur Dehat,75626.0,72089.0,8017.0,147715.0,18.425221404515405,Maintenance-heavy Zone,Mixed Stress,0.5119723792438141,0.4880276207561859,Emerging Hotspot,2.5154584206549475,5.0637739040572605,4032,74.29049270300611,183,1,Normal,Maintain Routine Operations,Normal,70.0,Maintain Routine Operations
Uttar Pradesh,Kanpur Nagar,181438.0,170125.0,24708.0,351563.0,14.228711348551077,Maintenance-heavy Zone,Mixed Stress,0.5160895771170458,0.4839104228829541,Declining / Stable,-30.21987542368891,91.81229819117372,11427,162.59148457989315,675,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,70.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Kasganj,74519.0,49707.0,6341.0,124226.0,19.5909162592651,Maintenance-heavy Zone,Mixed Stress,0.5998663725790092,0.4001336274209908,Emerging Hotspot,6.7638531180119905,7.112364107752725,3206,62.80847752720391,158,1,Normal,Maintain Routine Operations,High,69.7,Maintain Routine Operations
Uttar Pradesh,Kaushambi,97595.0,77012.0,7463.0,174607.0,23.396355353075172,Maintenance-heavy Zone,Mixed Stress,0.5589409359304037,0.4410590640695963,Declining / Stable,-6.700811026657854,18.396010560888172,4356,101.91452391799545,69,1,Normal,Maintain Routine Operations,High,61.1,Maintain Routine Operations
Uttar Pradesh,Kheri,190063.0,183098.0,24578.0,373161.0,15.182724387663765,Maintenance-heavy Zone,Mixed Stress,0.509332432917695,0.49066756708230497,Emerging Hotspot,1.1513225446855897,7.353328450573618,11282,171.2914965416226,455,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,69.4,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Kushi Nagar,0.0,0.0,1570.0,0.0,0.0,Growth Zone,,,,Declining / Stable,,,779,0.0,14,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,93.5,Maintain Routine Operations
Uttar Pradesh,Kushinagar,147826.0,167255.0,10611.0,315081.0,29.693808312128922,Maintenance-heavy Zone,Mixed Stress,0.469168245625728,0.530831754374272,Declining / Stable,-1.7836838734485871,15.729194934097439,4449,132.10775318066158,30,1,Normal,Maintain Routine Operations,High,52.4,Maintain Routine Operations
Uttar Pradesh,Kushinagar *,79.0,140.0,6.0,219.0,36.5,Maintenance-heavy Zone,Mixed Stress,0.3607305936073059,0.639269406392694,Declining / Stable,-9.333333333333334,16.441816606851365,5,0.1825,0,1,Normal,Maintain Routine Operations,High,58.6,Maintain Routine Operations
Uttar Pradesh,Lalitpur,75520.0,46802.0,4753.0,122322.0,25.735745844729646,Maintenance-heavy Zone,Mixed Stress,0.6173868968787299,0.3826131031212701,Declining / Stable,-1.6469543325085043,9.709561840983298,3376,86.8838779718073,72,1,Normal,Maintain Routine Operations,High,59.0,Maintain Routine Operations
Uttar Pradesh,Lucknow,217390.0,209476.0,25514.0,426866.0,16.730657678137494,Maintenance-heavy Zone,Mixed Stress,0.509269887974212,0.490730112025788,Declining / Stable,-51.85038931555651,159.6584142525709,13739,229.86250583993103,454,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,66.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Maharajganj,103101.0,108898.0,17871.0,211999.0,11.862738514912428,Maintenance-heavy Zone,Mixed Stress,0.48632776569700803,0.513672234302992,Declining / Stable,-18.080017324454552,59.392983006233806,6132,72.742312573443,474,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,75.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Mahoba,46339.0,32304.0,3020.0,78643.0,26.040728476821194,Maintenance-heavy Zone,Mixed Stress,0.5892323538013555,0.41076764619864453,Early-warning District,4.812157417263787,3.1844535608604048,1979,51.534601655629146,12,1,Normal,Maintain Routine Operations,High,61.6,Maintain Routine Operations
Uttar Pradesh,Mahrajganj,25.0,44.0,19.0,69.0,3.6315789473684212,Maintenance-heavy Zone,Mixed Stress,0.36231884057971014,0.6376811594202898,Emerging Hotspot,9.0,16.259865311700725,10,0.03631578947368421,0,1,Normal,Maintain Routine Operations,Normal,95.6,Maintain Routine Operations
Uttar Pradesh,Mainpuri,73791.0,69441.0,11726.0,143232.0,12.214907044175337,Maintenance-heavy Zone,Mixed Stress,0.5151851541554959,0.484814845844504,Early-warning District,1.4646220050576486,4.08286677163061,5056,61.7585700153505,187,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,76.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Mathura,119417.0,109289.0,11746.0,228706.0,19.470968840456326,Maintenance-heavy Zone,Mixed Stress,0.5221419639187428,0.47785803608125715,Declining / Stable,-65.32132297677305,169.32724045432767,5851,113.92463868550998,129,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,65.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Mau,87861.0,87700.0,7579.0,175561.0,23.16413774904341,Maintenance-heavy Zone,Mixed Stress,0.5004585300835607,0.4995414699164393,Emerging Hotspot,7.794706326198326,7.68552201523149,2590,59.995116770022435,47,1,Normal,Maintain Routine Operations,High,64.8,Maintain Routine Operations
Uttar Pradesh,Meerut,173652.0,167219.0,24027.0,340871.0,14.186997960627627,Maintenance-heavy Zone,Mixed Stress,0.5094361209959193,0.4905638790040807,Emerging Hotspot,2.1238606490127725,35.37340722116357,14177,201.12907008781787,252,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,69.9,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Mirzapur,108192.0,87276.0,7645.0,195468.0,25.568083714846306,Maintenance-heavy Zone,Mixed Stress,0.5535023635582295,0.44649763644177054,Emerging Hotspot,5.909130347437518,6.446772166113713,3536,90.40874401569654,8,1,Normal,Maintain Routine Operations,High,59.2,Maintain Routine Operations
Uttar Pradesh,Moradabad,160474.0,163505.0,21545.0,323979.0,15.03731724297981,Maintenance-heavy Zone,Mixed Stress,0.4953222276752506,0.5046777723247494,Emerging Hotspot,2.6406140070778688,8.3085450617535,15196,228.5070728243212,218,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,68.8,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Muzaffarnagar,169851.0,135633.0,11949.0,305484.0,25.56565402962591,Maintenance-heavy Zone,Mixed Stress,0.5560062065443689,0.44399379345563106,Emerging Hotspot,2.2847575142909826,12.214553937968375,7250,185.35099171478785,124,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,54.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Pilibhit,135630.0,136263.0,13635.0,271893.0,19.940814081408142,Maintenance-heavy Zone,Mixed Stress,0.4988359391378226,0.5011640608621774,Declining / Stable,-0.04875114469833797,11.317906143290566,8791,175.29969658965896,213,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,62.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Pratapgarh,131960.0,104730.0,10308.0,236690.0,22.961777260380288,Maintenance-heavy Zone,Mixed Stress,0.5575224977819089,0.4424775022180912,Emerging Hotspot,5.122210954933977,6.5028607446522795,5866,134.69378540939078,56,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,59.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Prayagraj,20223.0,29027.0,2865.0,49250.0,17.19022687609075,Maintenance-heavy Zone,Mixed Stress,0.4106192893401015,0.5893807106598985,Emerging Hotspot,2.1438460545008398,18.355409031042946,1428,24.547643979057593,182,1,Normal,Maintain Routine Operations,Normal,77.3,Maintain Routine Operations
Uttar Pradesh,Rae Bareli,128738.0,108253.0,9729.0,236991.0,24.35923527597903,Maintenance-heavy Zone,Mixed Stress,0.5432189408036592,0.45678105919634077,Emerging Hotspot,3.761274776213957,5.086245035694754,5812,141.57587542399014,42,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,57.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Raebareli,9.0,14.0,3.0,23.0,7.666666666666667,Maintenance-heavy Zone,Mixed Stress,0.391304347826087,0.6086956521739131,Declining / Stable,-0.5,,0,0.0,0,1,Normal,Maintain Routine Operations,Normal,94.7,Maintain Routine Operations
Uttar Pradesh,Rampur,124942.0,155518.0,20110.0,280460.0,13.946295375435106,Maintenance-heavy Zone,Mixed Stress,0.44548955287741565,0.5545104471225843,Emerging Hotspot,0.5857146314005252,12.201830899758491,12051,168.06680556936848,302,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,70.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Saharanpur,190716.0,167814.0,19166.0,358530.0,18.706563706563706,Maintenance-heavy Zone,Mixed Stress,0.5319387498954062,0.46806125010459376,Declining / Stable,-25.894305183307743,71.3549565385099,13708,256.42957528957527,99,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,63.2,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Sambhal,103347.0,99589.0,8677.0,202936.0,23.387806845683993,Maintenance-heavy Zone,Mixed Stress,0.5092590767532621,0.4907409232467379,Emerging Hotspot,0.07946530456990697,10.057518612877114,4744,110.95175567592487,117,1,Normal,Maintain Routine Operations,High,60.5,Maintain Routine Operations
Uttar Pradesh,Sant Kabir Nagar,90540.0,79206.0,6169.0,169746.0,27.51596693143135,Maintenance-heavy Zone,Mixed Stress,0.5333851754975081,0.466614824502492,Emerging Hotspot,5.1905887418565095,7.792531697677771,2789,76.74203177176203,37,1,Normal,Maintain Routine Operations,High,58.2,Maintain Routine Operations
Uttar Pradesh,Sant Ravidas Nagar,68073.0,49163.0,4420.0,117236.0,26.52398190045249,Maintenance-heavy Zone,Mixed Stress,0.5806492886144188,0.4193507113855812,Emerging Hotspot,4.830455161407925,6.275427061402658,1869,49.573322171945705,4,1,Normal,Maintain Routine Operations,High,61.1,Maintain Routine Operations
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,110.0,297.0,84.0,407.0,4.845238095238095,Maintenance-heavy Zone,Demographic-dominant Stress,0.2702702702702703,0.7297297297297297,Early-warning District,2.203525641025641,3.4195988674646545,37,0.17927380952380953,0,1,Normal,Maintain Routine Operations,Normal,94.6,Setup Document Update Camp (Panchayat Level)
Uttar Pradesh,Shahjahanpur,154488.0,149472.0,24291.0,303960.0,12.513276522168704,Maintenance-heavy Zone,Mixed Stress,0.508251085669167,0.491748914330833,Emerging Hotspot,3.4553330766268777,10.084446076932647,12811,160.30758552550327,447,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,71.9,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Shamli,103134.0,75614.0,8200.0,178748.0,21.798536585365852,Maintenance-heavy Zone,Mixed Stress,0.5769798822923893,0.4230201177076107,Declining / Stable,-4.789507956721323,18.105261647892874,5530,120.54590731707316,57,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,62.2,PRE-EMPTIVE: Book School Premises for MBU Camps
Uttar Pradesh,Shravasti,0.0,0.0,2535.0,0.0,0.0,Growth Zone,,,,Declining / Stable,0.0,,867,0.0,98,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,93.0,Maintain Routine Operations
Uttar Pradesh,Shrawasti,56564.0,62721.0,5117.0,119285.0,23.311510650771936,Maintenance-heavy Zone,Mixed Stress,0.4741920610303056,0.5258079389696945,Emerging Hotspot,3.63352672646394,8.006944646192672,1816,42.33370334180183,150,1,Normal,Maintain Routine Operations,High,66.4,Maintain Routine Operations
Uttar Pradesh,Siddharth Nagar,0.0,0.0,4341.0,0.0,0.0,Growth Zone,,,,Declining / Stable,0.0,,1603,0.0,152,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,90.8,Maintain Routine Operations
Uttar Pradesh,Siddharthnagar,107280.0,93643.0,14013.0,200923.0,14.338328694783415,Maintenance-heavy Zone,Mixed Stress,0.5339358858866332,0.4660641141133668,Emerging Hotspot,3.177131451673077,5.174921099077845,4875,69.89935238706916,399,1,Normal,Maintain Routine Operations,Normal,74.4,Maintain Routine Operations
Uttar Pradesh,Sitapur,264311.0,169322.0,30854.0,433633.0,14.054352758151293,Maintenance-heavy Zone,Mixed Stress,0.6095269502090478,0.39047304979095226,Emerging Hotspot,1.215557092422512,8.216087359145705,16237,228.20052573410254,748,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,69.9,PRE-EMPTIVE: Book School Premises for MBU Camps
